Ticket_ID,Date,Equipment_Type,Location,Downtime_Hours,Failure_Type
22435,2024-01-23,Panel,Plant A,5,Mechanical Failure
22436,2024-11-26,Compressor,Plant C,12,Electrical Fault
22437,2024-04-26,Motor,Plant B,7,Mechanical Failure
22438,2024-01-08,Panel,Plant A,5,Overheating
22439,2024-04-10,Transformer,Plant A,4,Short Circuit
22440,2024-09-17,Motor,Plant B,17,Mechanical Failure
22441,2024-07-17,Panel,Plant C,6,Mechanical Failure
22442,2024-03-26,Transformer,Plant B,14,Electrical Fault
22443,2024-08-15,Motor,Plant A,9,Short Circuit
22444,2024-06-27,Panel,Plant C,4,Overheating
22445,2024-08-27,Compressor,Plant C,11,Mechanical Failure
22446,2024-01-12,Motor,Plant C,20,Overheating
22447,2024-10-29,Motor,Plant B,21,Short Circuit
22448,2024-08-21,Transformer,Plant B,16,Electrical Fault
22449,2024-07-01,Panel,Plant B,16,Short Circuit
22450,2024-10-08,Compressor,Plant A,16,Short Circuit
22451,2024-12-23,Transformer,Plant B,6,Short Circuit
22452,2024-07-08,Motor,Plant C,15,Short Circuit
22453,2024-11-21,Transformer,Plant A,3,Overheating
22454,2024-08-02,Transformer,Plant A,9,Overheating
22455,2024-09-14,Transformer,Plant A,1,Electrical Fault
22456,2024-01-26,Motor,Plant C,11,Mechanical Failure
22457,2024-09-26,Generator,Plant B,22,Mechanical Failure
22458,2024-03-22,Transformer,Plant C,6,Short Circuit
22459,2024-12-23,Generator,Plant B,5,Short Circuit
22460,2024-07-03,Compressor,Plant A,18,Overheating
22461,2024-10-14,Compressor,Plant A,21,Mechanical Failure
22462,2024-03-02,Compressor,Plant C,12,Electrical Fault
22463,2024-01-30,Panel,Plant B,7,Short Circuit
22464,2024-01-31,Motor,Plant A,2,Overheating
22465,2024-10-19,Generator,Plant C,7,Short Circuit
22466,2024-06-21,Panel,Plant C,9,Short Circuit
22467,2024-04-11,Generator,Plant B,20,Overheating
22468,2024-05-07,Motor,Plant B,8,Mechanical Failure
22469,2024-03-26,Transformer,Plant B,9,Mechanical Failure
22470,2024-11-10,Panel,Plant A,10,Short Circuit
22471,2024-01-28,Motor,Plant C,12,Mechanical Failure
22472,2024-05-01,Panel,Plant B,2,Overheating
22473,2024-09-07,Compressor,Plant C,10,Mechanical Failure
22474,2024-03-01,Panel,Plant A,3,Short Circuit
22475,2024-06-19,Transformer,Plant A,1,Short Circuit
22476,2024-09-28,Transformer,Plant B,17,Overheating
22477,2024-11-20,Generator,Plant A,22,Short Circuit
22478,2024-10-26,Panel,Plant C,1,Mechanical Failure
22479,2024-04-22,Compressor,Plant C,5,Overheating
22480,2024-07-12,Transformer,Plant A,14,Short Circuit
22481,2024-01-19,Generator,Plant A,6,Overheating
22482,2024-12-05,Compressor,Plant A,9,Overheating
22483,2024-04-02,Compressor,Plant C,22,Mechanical Failure
22484,2024-08-04,Compressor,Plant A,14,Mechanical Failure
22485,2024-06-27,Motor,Plant B,4,Electrical Fault
22486,2024-07-09,Transformer,Plant B,1,Overheating
22487,2024-06-11,Motor,Plant C,6,Mechanical Failure
22488,2024-04-09,Motor,Plant A,7,Short Circuit
22489,2024-07-05,Transformer,Plant A,21,Electrical Fault
22490,2024-10-21,Panel,Plant A,6,Electrical Fault
22491,2024-03-07,Generator,Plant B,1,Short Circuit
22492,2024-03-13,Transformer,Plant B,8,Mechanical Failure
22493,2024-08-19,Generator,Plant B,12,Overheating
22494,2024-07-07,Panel,Plant B,11,Electrical Fault
22495,2024-02-19,Transformer,Plant B,2,Short Circuit
22496,2024-11-04,Compressor,Plant C,2,Short Circuit
22497,2024-10-28,Transformer,Plant C,2,Short Circuit
22498,2024-11-03,Panel,Plant A,8,Short Circuit
22499,2024-05-03,Motor,Plant A,21,Electrical Fault
22500,2024-06-05,Transformer,Plant B,7,Overheating
22501,2024-09-17,Compressor,Plant A,16,Mechanical Failure
22502,2024-07-13,Transformer,Plant C,22,Short Circuit
22503,2024-11-25,Motor,Plant C,9,Short Circuit
22504,2024-12-16,Transformer,Plant A,16,Overheating
22505,2024-11-26,Compressor,Plant B,2,Overheating
22506,2024-09-12,Panel,Plant C,3,Mechanical Failure
22507,2024-07-18,Compressor,Plant A,2,Electrical Fault
22508,2024-03-08,Panel,Plant B,22,Overheating
22509,2024-03-20,Compressor,Plant A,19,Electrical Fault
22510,2024-08-20,Generator,Plant B,17,Electrical Fault
22511,2024-07-04,Transformer,Plant B,20,Short Circuit
22512,2024-04-14,Transformer,Plant C,21,Electrical Fault
22513,2024-11-20,Motor,Plant C,12,Short Circuit
22514,2024-05-21,Generator,Plant A,11,Short Circuit
22515,2024-09-28,Motor,Plant A,20,Mechanical Failure
22516,2024-12-08,Transformer,Plant B,22,Electrical Fault
22517,2024-05-03,Motor,Plant C,19,Overheating
22518,2024-08-10,Panel,Plant B,6,Overheating
22519,2024-06-22,Generator,Plant B,10,Overheating
22520,2024-07-09,Compressor,Plant B,14,Mechanical Failure
22521,2024-05-19,Panel,Plant B,1,Short Circuit
22522,2024-10-23,Compressor,Plant B,15,Short Circuit
22523,2024-04-28,Motor,Plant B,6,Overheating
22524,2024-10-01,Transformer,Plant A,13,Short Circuit
22525,2024-03-16,Panel,Plant C,14,Short Circuit
22526,2024-04-18,Generator,Plant C,13,Mechanical Failure
22527,2024-04-28,Compressor,Plant B,16,Electrical Fault
22528,2024-09-14,Panel,Plant B,1,Electrical Fault
22529,2024-01-20,Transformer,Plant B,14,Mechanical Failure
22530,2024-04-28,Generator,Plant C,13,Mechanical Failure
22531,2024-12-16,Generator,Plant C,23,Short Circuit
22532,2024-05-16,Compressor,Plant B,10,Mechanical Failure
22533,2024-10-03,Panel,Plant C,10,Short Circuit
22534,2024-09-11,Panel,Plant B,4,Electrical Fault
22535,2024-09-20,Generator,Plant B,14,Mechanical Failure
22536,2024-06-15,Motor,Plant B,12,Short Circuit
22537,2024-06-13,Generator,Plant A,22,Electrical Fault
22538,2024-01-29,Transformer,Plant C,6,Electrical Fault
22539,2024-02-04,Panel,Plant C,15,Overheating
22540,2024-08-24,Compressor,Plant C,5,Electrical Fault
22541,2024-10-20,Panel,Plant B,10,Mechanical Failure
22542,2024-03-30,Generator,Plant A,9,Mechanical Failure
22543,2024-07-21,Transformer,Plant B,10,Short Circuit
22544,2024-08-15,Motor,Plant B,12,Mechanical Failure
22545,2024-03-08,Panel,Plant B,22,Electrical Fault
22546,2024-05-10,Generator,Plant A,4,Short Circuit
22547,2024-12-30,Generator,Plant B,4,Electrical Fault
22548,2024-04-20,Generator,Plant B,13,Overheating
22549,2024-01-12,Transformer,Plant A,14,Short Circuit
22550,2024-10-14,Generator,Plant B,12,Overheating
22551,2024-06-23,Generator,Plant B,13,Short Circuit
22552,2024-11-14,Generator,Plant C,20,Mechanical Failure
22553,2024-06-02,Panel,Plant A,13,Electrical Fault
22554,2024-02-12,Generator,Plant C,23,Short Circuit
22555,2024-12-28,Transformer,Plant B,22,Mechanical Failure
22556,2024-07-23,Panel,Plant A,2,Mechanical Failure
22557,2024-06-20,Generator,Plant A,21,Mechanical Failure
22558,2024-10-20,Motor,Plant B,19,Overheating
22559,2024-10-11,Transformer,Plant C,9,Mechanical Failure
22560,2024-11-06,Motor,Plant B,10,Short Circuit
22561,2024-02-21,Transformer,Plant A,17,Overheating
22562,2024-04-24,Motor,Plant A,10,Electrical Fault
22563,2024-01-19,Generator,Plant B,20,Mechanical Failure
22564,2024-02-04,Motor,Plant B,13,Short Circuit
22565,2024-02-17,Motor,Plant B,20,Short Circuit
22566,2024-08-20,Transformer,Plant B,1,Overheating
22567,2024-08-06,Generator,Plant C,2,Electrical Fault
22568,2024-04-19,Transformer,Plant C,17,Overheating
22569,2024-09-10,Generator,Plant C,13,Mechanical Failure
22570,2024-07-06,Compressor,Plant C,17,Electrical Fault
22571,2024-01-31,Panel,Plant A,13,Electrical Fault
22572,2024-09-15,Panel,Plant A,17,Electrical Fault
22573,2024-06-11,Transformer,Plant C,19,Overheating
22574,2024-12-09,Generator,Plant B,14,Short Circuit
22575,2024-11-03,Motor,Plant A,20,Overheating
22576,2024-03-11,Panel,Plant B,10,Short Circuit
22577,2024-11-02,Transformer,Plant C,2,Overheating
22578,2024-02-25,Transformer,Plant A,14,Short Circuit
22579,2024-04-08,Transformer,Plant A,17,Short Circuit
22580,2024-01-21,Generator,Plant A,5,Electrical Fault
22581,2024-04-17,Transformer,Plant A,22,Short Circuit
22582,2024-02-22,Compressor,Plant C,18,Mechanical Failure
22583,2024-01-06,Motor,Plant A,3,Mechanical Failure
22584,2024-08-18,Transformer,Plant C,16,Short Circuit
22585,2024-03-22,Generator,Plant A,19,Short Circuit
22586,2024-08-04,Motor,Plant C,18,Short Circuit
22587,2024-11-30,Motor,Plant C,20,Short Circuit
22588,2024-02-16,Panel,Plant B,5,Electrical Fault
22589,2024-12-17,Transformer,Plant C,8,Mechanical Failure
22590,2024-12-27,Transformer,Plant B,6,Electrical Fault
22591,2024-08-28,Generator,Plant A,15,Mechanical Failure
22592,2024-06-26,Compressor,Plant B,3,Short Circuit
22593,2024-03-22,Compressor,Plant C,9,Mechanical Failure
22594,2024-10-13,Panel,Plant B,11,Mechanical Failure
22595,2024-07-10,Compressor,Plant A,20,Overheating
22596,2024-05-22,Generator,Plant B,23,Overheating
22597,2024-11-09,Panel,Plant C,14,Short Circuit
22598,2024-10-05,Transformer,Plant C,23,Electrical Fault
22599,2024-02-10,Compressor,Plant A,9,Overheating
22600,2024-09-27,Generator,Plant A,10,Short Circuit
22601,2024-03-27,Generator,Plant B,15,Electrical Fault
22602,2024-01-03,Transformer,Plant A,18,Overheating
22603,2024-07-29,Generator,Plant C,21,Mechanical Failure
22604,2024-01-01,Panel,Plant B,19,Overheating
22605,2024-03-15,Panel,Plant B,7,Short Circuit
22606,2024-08-18,Motor,Plant B,19,Overheating
22607,2024-03-16,Transformer,Plant B,5,Overheating
22608,2024-09-16,Generator,Plant A,21,Electrical Fault
22609,2024-01-25,Compressor,Plant B,18,Electrical Fault
22610,2024-07-18,Panel,Plant B,1,Mechanical Failure
22611,2024-04-03,Transformer,Plant B,12,Short Circuit
22612,2024-12-17,Transformer,Plant C,6,Mechanical Failure
22613,2024-04-17,Panel,Plant C,13,Mechanical Failure
22614,2024-12-20,Motor,Plant A,17,Overheating
22615,2024-04-04,Transformer,Plant C,9,Mechanical Failure
22616,2024-12-21,Generator,Plant C,21,Electrical Fault
22617,2024-03-31,Compressor,Plant A,1,Mechanical Failure
22618,2024-02-13,Compressor,Plant A,12,Short Circuit
22619,2024-01-23,Panel,Plant B,1,Mechanical Failure
22620,2024-07-08,Transformer,Plant B,4,Short Circuit
22621,2024-01-23,Compressor,Plant A,7,Short Circuit
22622,2024-08-21,Transformer,Plant B,20,Mechanical Failure
22623,2024-07-04,Panel,Plant B,5,Mechanical Failure
22624,2024-11-06,Motor,Plant B,23,Mechanical Failure
22625,2024-11-28,Compressor,Plant A,20,Short Circuit
22626,2024-03-03,Generator,Plant C,5,Electrical Fault
22627,2024-04-12,Panel,Plant C,7,Overheating
22628,2024-11-11,Motor,Plant A,17,Mechanical Failure
22629,2024-07-07,Generator,Plant A,12,Overheating
22630,2024-12-01,Generator,Plant B,15,Mechanical Failure
22631,2024-07-07,Compressor,Plant A,3,Short Circuit
22632,2024-12-16,Transformer,Plant A,17,Short Circuit
22633,2024-03-09,Panel,Plant A,14,Overheating
22634,2024-04-23,Generator,Plant A,15,Electrical Fault
22635,2024-04-13,Compressor,Plant B,15,Short Circuit
22636,2024-04-17,Motor,Plant B,15,Overheating
22637,2024-12-10,Generator,Plant A,19,Short Circuit
22638,2024-01-21,Motor,Plant A,11,Mechanical Failure
22639,2024-09-22,Panel,Plant C,18,Overheating
22640,2024-12-08,Compressor,Plant C,21,Overheating
22641,2024-07-27,Motor,Plant A,10,Mechanical Failure
22642,2024-06-18,Transformer,Plant C,21,Overheating
22643,2024-07-12,Motor,Plant C,9,Mechanical Failure
22644,2024-12-12,Motor,Plant B,3,Electrical Fault
22645,2024-05-02,Compressor,Plant B,1,Mechanical Failure
22646,2024-06-25,Compressor,Plant B,21,Electrical Fault
22647,2024-01-04,Generator,Plant C,11,Overheating
22648,2024-07-06,Motor,Plant A,16,Mechanical Failure
22649,2024-12-11,Motor,Plant B,3,Overheating
22650,2024-12-17,Compressor,Plant C,21,Electrical Fault
22651,2024-01-29,Transformer,Plant A,9,Short Circuit
22652,2024-03-26,Compressor,Plant B,11,Short Circuit
22653,2024-02-16,Transformer,Plant C,17,Short Circuit
22654,2024-03-17,Compressor,Plant B,1,Short Circuit
22655,2024-12-08,Panel,Plant C,9,Short Circuit
22656,2024-07-09,Motor,Plant B,3,Electrical Fault
22657,2024-01-31,Transformer,Plant C,10,Short Circuit
22658,2024-11-02,Panel,Plant A,5,Short Circuit
22659,2024-06-17,Transformer,Plant B,11,Overheating
22660,2024-02-05,Generator,Plant B,5,Mechanical Failure
22661,2024-09-01,Generator,Plant C,12,Mechanical Failure
22662,2024-12-16,Motor,Plant A,14,Mechanical Failure
22663,2024-07-06,Panel,Plant A,12,Mechanical Failure
22664,2024-01-15,Panel,Plant B,19,Electrical Fault
22665,2024-11-29,Generator,Plant C,9,Mechanical Failure
22666,2024-08-03,Motor,Plant B,7,Overheating
22667,2024-06-06,Generator,Plant C,16,Electrical Fault
22668,2024-06-03,Panel,Plant A,7,Short Circuit
22669,2024-08-28,Transformer,Plant B,14,Overheating
22670,2024-10-22,Panel,Plant C,8,Overheating
22671,2024-02-14,Motor,Plant A,21,Short Circuit
22672,2024-06-23,Panel,Plant C,18,Short Circuit
22673,2024-12-11,Compressor,Plant B,3,Overheating
22674,2024-02-25,Panel,Plant C,2,Electrical Fault
22675,2024-02-23,Compressor,Plant B,5,Short Circuit
22676,2024-12-06,Generator,Plant A,8,Mechanical Failure
22677,2024-09-21,Compressor,Plant C,19,Overheating
22678,2024-08-26,Panel,Plant A,22,Overheating
22679,2024-11-16,Panel,Plant A,9,Short Circuit
22680,2024-04-17,Panel,Plant B,2,Short Circuit
22681,2024-07-16,Motor,Plant B,15,Mechanical Failure
22682,2024-08-01,Generator,Plant A,8,Mechanical Failure
22683,2024-09-02,Compressor,Plant B,10,Mechanical Failure
22684,2024-02-07,Transformer,Plant A,7,Mechanical Failure
22685,2024-06-21,Compressor,Plant B,19,Overheating
22686,2024-04-14,Panel,Plant B,1,Short Circuit
22687,2024-02-09,Transformer,Plant C,22,Electrical Fault
22688,2024-05-09,Transformer,Plant C,2,Short Circuit
22689,2024-06-29,Compressor,Plant B,3,Short Circuit
22690,2024-07-12,Compressor,Plant A,14,Mechanical Failure
22691,2024-11-26,Compressor,Plant A,15,Mechanical Failure
22692,2024-10-15,Compressor,Plant A,21,Overheating
22693,2024-12-06,Generator,Plant B,14,Mechanical Failure
22694,2024-02-28,Motor,Plant B,8,Overheating
22695,2024-12-16,Motor,Plant A,18,Short Circuit
22696,2024-01-26,Compressor,Plant C,22,Short Circuit
22697,2024-04-12,Motor,Plant C,17,Short Circuit
22698,2024-01-21,Compressor,Plant A,7,Overheating
22699,2024-03-20,Compressor,Plant B,20,Overheating
22700,2024-11-22,Compressor,Plant B,1,Overheating
22701,2024-07-17,Generator,Plant A,9,Mechanical Failure
22702,2024-11-17,Panel,Plant C,9,Electrical Fault
22703,2024-02-06,Motor,Plant A,11,Mechanical Failure
22704,2024-01-14,Motor,Plant A,19,Electrical Fault
22705,2024-08-08,Generator,Plant A,6,Mechanical Failure
22706,2024-12-29,Generator,Plant C,7,Short Circuit
22707,2024-06-14,Compressor,Plant A,15,Overheating
22708,2024-06-21,Compressor,Plant C,20,Mechanical Failure
22709,2024-05-29,Panel,Plant B,6,Overheating
22710,2024-06-20,Motor,Plant C,9,Mechanical Failure
22711,2024-03-21,Generator,Plant C,15,Short Circuit
22712,2024-12-01,Panel,Plant A,22,Overheating
22713,2024-08-12,Motor,Plant B,23,Short Circuit
22714,2024-12-24,Panel,Plant A,6,Electrical Fault
22715,2024-02-04,Panel,Plant C,7,Overheating
22716,2024-12-23,Compressor,Plant C,17,Mechanical Failure
22717,2024-07-06,Panel,Plant A,6,Overheating
22718,2024-08-11,Compressor,Plant B,9,Electrical Fault
22719,2024-05-10,Motor,Plant C,3,Electrical Fault
22720,2024-12-16,Motor,Plant C,14,Mechanical Failure
22721,2024-11-06,Compressor,Plant C,6,Short Circuit
22722,2024-01-09,Transformer,Plant B,4,Overheating
22723,2024-03-09,Panel,Plant A,16,Short Circuit
22724,2024-01-28,Motor,Plant B,23,Short Circuit
22725,2024-08-21,Panel,Plant B,16,Mechanical Failure
22726,2024-01-31,Transformer,Plant C,23,Overheating
22727,2024-11-10,Panel,Plant B,9,Electrical Fault
22728,2024-08-19,Transformer,Plant C,4,Mechanical Failure
22729,2024-12-03,Generator,Plant B,8,Short Circuit
22730,2024-02-23,Transformer,Plant B,8,Electrical Fault
22731,2024-06-23,Motor,Plant A,6,Short Circuit
22732,2024-10-24,Compressor,Plant B,8,Overheating
22733,2024-10-05,Compressor,Plant A,6,Short Circuit
22734,2024-12-30,Panel,Plant C,14,Electrical Fault
22735,2024-03-26,Generator,Plant C,14,Overheating
22736,2024-03-05,Panel,Plant A,18,Mechanical Failure
22737,2024-03-29,Transformer,Plant C,13,Short Circuit
22738,2024-02-23,Compressor,Plant C,15,Overheating
22739,2024-04-27,Transformer,Plant B,3,Overheating
22740,2024-12-26,Compressor,Plant A,6,Mechanical Failure
22741,2024-08-16,Compressor,Plant C,23,Mechanical Failure
22742,2024-09-23,Compressor,Plant A,20,Electrical Fault
22743,2024-11-14,Motor,Plant B,17,Overheating
22744,2024-01-22,Transformer,Plant C,20,Overheating
22745,2024-09-03,Panel,Plant C,16,Electrical Fault
22746,2024-11-09,Generator,Plant A,6,Short Circuit
22747,2024-01-20,Panel,Plant C,8,Overheating
22748,2024-07-02,Transformer,Plant A,13,Overheating
22749,2024-12-14,Generator,Plant C,13,Short Circuit
22750,2024-02-19,Panel,Plant B,20,Mechanical Failure
22751,2024-03-30,Generator,Plant B,17,Mechanical Failure
22752,2024-04-13,Transformer,Plant A,21,Mechanical Failure
22753,2024-07-12,Compressor,Plant C,23,Electrical Fault
22754,2024-03-14,Transformer,Plant C,22,Short Circuit
22755,2024-09-25,Motor,Plant A,3,Mechanical Failure
22756,2024-01-15,Generator,Plant B,13,Electrical Fault
22757,2024-11-24,Transformer,Plant B,7,Short Circuit
22758,2024-10-09,Compressor,Plant B,20,Mechanical Failure
22759,2024-07-16,Compressor,Plant A,5,Overheating
22760,2024-12-09,Transformer,Plant B,11,Overheating
22761,2024-07-13,Panel,Plant A,23,Mechanical Failure
22762,2024-02-05,Transformer,Plant B,18,Mechanical Failure
22763,2024-07-23,Compressor,Plant B,4,Electrical Fault
22764,2024-11-03,Transformer,Plant A,20,Overheating
22765,2024-05-18,Motor,Plant C,22,Short Circuit
22766,2024-09-20,Panel,Plant C,7,Mechanical Failure
22767,2024-02-26,Transformer,Plant C,4,Short Circuit
22768,2024-04-19,Compressor,Plant B,10,Mechanical Failure
22769,2024-06-22,Transformer,Plant B,1,Overheating
22770,2024-07-24,Transformer,Plant C,17,Mechanical Failure
22771,2024-08-12,Generator,Plant B,5,Short Circuit
22772,2024-03-04,Transformer,Plant B,17,Overheating
22773,2024-09-08,Motor,Plant C,3,Mechanical Failure
22774,2024-09-23,Compressor,Plant A,9,Overheating
22775,2024-12-17,Generator,Plant C,3,Electrical Fault
22776,2024-11-27,Transformer,Plant C,3,Short Circuit
22777,2024-11-15,Panel,Plant A,9,Mechanical Failure
22778,2024-12-22,Motor,Plant B,5,Mechanical Failure
22779,2024-04-02,Motor,Plant C,10,Mechanical Failure
22780,2024-07-01,Motor,Plant C,15,Short Circuit
22781,2024-10-26,Generator,Plant B,12,Electrical Fault
22782,2024-08-01,Transformer,Plant B,6,Short Circuit
22783,2024-05-21,Motor,Plant A,7,Mechanical Failure
22784,2024-03-23,Transformer,Plant B,7,Short Circuit
22785,2024-04-08,Panel,Plant C,23,Mechanical Failure
22786,2024-10-07,Transformer,Plant B,4,Short Circuit
22787,2024-04-11,Transformer,Plant B,13,Overheating
22788,2024-11-24,Transformer,Plant A,15,Short Circuit
22789,2024-03-11,Compressor,Plant A,18,Mechanical Failure
22790,2024-12-03,Generator,Plant C,18,Mechanical Failure
22791,2024-09-22,Transformer,Plant C,7,Short Circuit
22792,2024-05-09,Motor,Plant B,10,Short Circuit
22793,2024-02-29,Compressor,Plant C,16,Overheating
22794,2024-10-27,Transformer,Plant C,23,Electrical Fault
22795,2024-04-28,Compressor,Plant B,23,Electrical Fault
22796,2024-09-19,Generator,Plant B,8,Overheating
22797,2024-11-23,Compressor,Plant B,19,Electrical Fault
22798,2024-01-21,Motor,Plant A,11,Electrical Fault
22799,2024-04-06,Transformer,Plant A,21,Mechanical Failure
22800,2024-10-29,Motor,Plant B,6,Mechanical Failure
22801,2024-01-01,Panel,Plant A,10,Mechanical Failure
22802,2024-07-21,Compressor,Plant A,19,Short Circuit
22803,2024-05-07,Compressor,Plant A,14,Short Circuit
22804,2024-12-15,Compressor,Plant C,20,Electrical Fault
22805,2024-05-11,Generator,Plant B,6,Short Circuit
22806,2024-02-03,Motor,Plant B,4,Mechanical Failure
22807,2024-03-27,Panel,Plant C,20,Short Circuit
22808,2024-02-01,Generator,Plant A,15,Electrical Fault
22809,2024-09-15,Generator,Plant B,5,Mechanical Failure
22810,2024-11-19,Transformer,Plant A,16,Electrical Fault
22811,2024-11-08,Panel,Plant C,7,Short Circuit
22812,2024-02-02,Compressor,Plant A,2,Overheating
22813,2024-10-12,Compressor,Plant C,13,Overheating
22814,2024-11-21,Transformer,Plant C,2,Mechanical Failure
22815,2024-02-18,Compressor,Plant A,9,Electrical Fault
22816,2024-10-12,Motor,Plant A,20,Overheating
22817,2024-03-22,Compressor,Plant B,5,Overheating
22818,2024-05-23,Motor,Plant C,3,Mechanical Failure
22819,2024-10-06,Transformer,Plant A,2,Mechanical Failure
22820,2024-04-01,Transformer,Plant A,14,Electrical Fault
22821,2024-08-11,Motor,Plant B,8,Overheating
22822,2024-08-04,Compressor,Plant B,20,Electrical Fault
22823,2024-06-04,Transformer,Plant B,12,Electrical Fault
22824,2024-10-03,Transformer,Plant C,17,Mechanical Failure
22825,2024-01-08,Motor,Plant B,16,Electrical Fault
22826,2024-02-05,Transformer,Plant C,6,Short Circuit
22827,2024-05-03,Compressor,Plant B,6,Electrical Fault
22828,2024-01-09,Transformer,Plant C,18,Overheating
22829,2024-02-09,Motor,Plant B,2,Electrical Fault
22830,2024-06-27,Compressor,Plant C,8,Short Circuit
22831,2024-05-08,Panel,Plant B,23,Short Circuit
22832,2024-03-08,Motor,Plant B,14,Overheating
22833,2024-06-02,Panel,Plant A,2,Overheating
22834,2024-01-03,Transformer,Plant C,17,Electrical Fault
22835,2024-12-29,Compressor,Plant A,16,Short Circuit
22836,2024-09-21,Transformer,Plant C,18,Short Circuit
22837,2024-01-04,Compressor,Plant A,21,Electrical Fault
22838,2024-09-18,Generator,Plant B,6,Overheating
22839,2024-11-24,Transformer,Plant A,17,Short Circuit
22840,2024-10-08,Transformer,Plant B,18,Electrical Fault
22841,2024-03-25,Transformer,Plant C,14,Overheating
22842,2024-12-07,Motor,Plant B,10,Electrical Fault
22843,2024-02-04,Compressor,Plant A,4,Overheating
22844,2024-04-23,Compressor,Plant C,18,Overheating
22845,2024-02-28,Compressor,Plant A,11,Short Circuit
22846,2024-02-07,Motor,Plant B,22,Mechanical Failure
22847,2024-02-02,Compressor,Plant B,16,Short Circuit
22848,2024-07-21,Transformer,Plant A,4,Electrical Fault
22849,2024-07-20,Panel,Plant C,19,Overheating
22850,2024-04-09,Generator,Plant A,6,Short Circuit
22851,2024-10-27,Compressor,Plant B,8,Overheating
22852,2024-10-30,Motor,Plant C,18,Short Circuit
22853,2024-04-27,Motor,Plant A,19,Electrical Fault
22854,2024-08-30,Compressor,Plant B,18,Electrical Fault
22855,2024-01-29,Panel,Plant C,16,Electrical Fault
22856,2024-08-14,Compressor,Plant A,7,Short Circuit
22857,2024-12-05,Motor,Plant C,17,Mechanical Failure
22858,2024-07-31,Generator,Plant B,3,Electrical Fault
22859,2024-07-05,Panel,Plant A,22,Short Circuit
22860,2024-04-22,Compressor,Plant A,15,Mechanical Failure
22861,2024-10-25,Generator,Plant B,4,Short Circuit
22862,2024-06-09,Compressor,Plant B,16,Short Circuit
22863,2024-01-19,Panel,Plant B,14,Electrical Fault
22864,2024-09-20,Motor,Plant A,17,Mechanical Failure
22865,2024-06-07,Panel,Plant B,9,Short Circuit
22866,2024-01-11,Transformer,Plant A,7,Short Circuit
22867,2024-01-08,Compressor,Plant A,14,Short Circuit
22868,2024-06-01,Generator,Plant C,23,Short Circuit
22869,2024-04-22,Generator,Plant B,12,Electrical Fault
22870,2024-05-27,Panel,Plant B,17,Short Circuit
22871,2024-02-07,Panel,Plant C,9,Mechanical Failure
22872,2024-05-14,Panel,Plant A,12,Overheating
22873,2024-08-22,Generator,Plant A,12,Mechanical Failure
22874,2024-09-11,Motor,Plant A,8,Short Circuit
22875,2024-03-14,Generator,Plant B,10,Short Circuit
22876,2024-11-23,Motor,Plant A,12,Mechanical Failure
22877,2024-12-27,Panel,Plant C,5,Overheating
22878,2024-10-02,Transformer,Plant A,20,Electrical Fault
22879,2024-07-27,Generator,Plant B,1,Overheating
22880,2024-09-23,Panel,Plant B,9,Overheating
22881,2024-05-23,Generator,Plant A,15,Overheating
22882,2024-02-11,Panel,Plant A,2,Mechanical Failure
22883,2024-08-11,Generator,Plant B,4,Overheating
22884,2024-12-11,Compressor,Plant A,4,Electrical Fault
22885,2024-02-21,Generator,Plant C,23,Short Circuit
22886,2024-11-03,Compressor,Plant B,3,Mechanical Failure
22887,2024-05-16,Motor,Plant A,16,Mechanical Failure
22888,2024-07-13,Generator,Plant A,8,Overheating
22889,2024-04-04,Motor,Plant A,7,Short Circuit
22890,2024-09-14,Transformer,Plant C,12,Short Circuit
22891,2024-01-25,Compressor,Plant B,12,Short Circuit
22892,2024-08-19,Generator,Plant C,4,Mechanical Failure
22893,2024-11-27,Motor,Plant A,15,Electrical Fault
22894,2024-04-03,Panel,Plant C,6,Short Circuit
22895,2024-12-15,Motor,Plant A,3,Mechanical Failure
22896,2024-08-08,Generator,Plant A,7,Overheating
22897,2024-10-23,Transformer,Plant B,22,Short Circuit
22898,2024-07-21,Compressor,Plant B,21,Overheating
22899,2024-12-08,Panel,Plant A,6,Short Circuit
22900,2024-03-21,Motor,Plant A,1,Overheating
22901,2024-07-23,Generator,Plant A,8,Mechanical Failure
22902,2024-03-17,Generator,Plant B,1,Overheating
22903,2024-02-07,Compressor,Plant B,16,Mechanical Failure
22904,2024-07-13,Panel,Plant A,3,Overheating
22905,2024-02-11,Motor,Plant B,2,Overheating
22906,2024-06-30,Motor,Plant A,6,Overheating
22907,2024-09-01,Motor,Plant C,8,Short Circuit
22908,2024-07-13,Compressor,Plant B,7,Electrical Fault
22909,2024-03-18,Compressor,Plant A,7,Electrical Fault
22910,2024-11-15,Panel,Plant C,21,Short Circuit
22911,2024-05-04,Motor,Plant A,19,Overheating
22912,2024-05-20,Motor,Plant C,18,Overheating
22913,2024-01-27,Panel,Plant B,3,Short Circuit
22914,2024-11-10,Panel,Plant B,11,Mechanical Failure
22915,2024-11-16,Panel,Plant A,11,Mechanical Failure
22916,2024-10-07,Generator,Plant B,3,Short Circuit
22917,2024-10-19,Panel,Plant B,23,Electrical Fault
22918,2024-08-29,Transformer,Plant C,1,Mechanical Failure
22919,2024-08-23,Compressor,Plant B,23,Short Circuit
22920,2024-07-21,Panel,Plant C,22,Mechanical Failure
22921,2024-11-22,Generator,Plant C,10,Short Circuit
